5978,819,2001-12-06,north Bohemia
6039,820,2001-11-10,Prague
6178,823,2001-06-05,Prague
6196,824,2001-04-29,north Moravia
6255,829,2001-12-22,south Moravia
6275,831,2001-06-29,central Bohemia
6299,833,2001-08-01,Prague
6301,834,2001-08-21,south Moravia
6468,841,2000-03-06,north Moravia
6567,844,2001-03-04,central Bohemia
6610,847,2000-05-20,south Moravia
6644,850,2000-01-16,Prague
6753,854,1999-10-07,south Bohemia
6764,855,2001-10-24,south Bohemia
6789,857,2001-10-25,south Moravia
6906,863,2001-06-12,south Moravia
7127,874,2000-10-07,central Bohemia
7186,880,2001-09-17,west Bohemia
7195,882,1999-09-11,east Bohemia
7286,884,2000-07-31,east Bohemia
7325,886,2001-12-15,west Bohemia
7422,890,1999-09-08,north Moravia
7434,891,2000-12-23,north Bohemia
7567,896,2000-09-18,central Bohemia
7576,897,2001-01-18,north Bohemia
7672,904,2001-01-22,west Bohemia
7683,906,2001-05-18,central Bohemia
7796,918,2001-04-27,east Bohemia
7855,923,2001-09-24,central Bohemia
7862,924,2001-12-24,north Moravia
7959,933,2001-04-21,Prague
8030,936,2000-08-02,Prague
8217,939,2000-05-29,north Moravia
8295,942,2000-12-02,south Bohemia
8342,945,1999-05-09,north Moravia
8359,946,2001-02-28,north Moravia
8366,947,2000-11-08,north Bohemia
8392,951,2001-08-16,north Bohemia
8502,956,2001-09-30,east Bohemia
8506,957,2001-10-16,north Moravia
8636,965,2001-04-02,north Moravia
9276,977,1999-05-08,central Bohemia
9427,989,1999-02-21,south Moravia
9457,991,2001-07-01,east Bohemia
9555,1001,2001-11-20,central Bohemia
9569,1002,2001-07-09,south Bohemia
9582,1003,2001-08-09,central Bohemia
9593,1005,1996-11-07,north Moravia
9641,1007,2001-09-25,south Moravia
9717,1009,2000-06-14,east Bohemia
9721,1010,1999-10-27,north Bohemia
9760,1014,1999-11-02,west Bohemia
9833,1016,2000-10-28,east Bohemia
9914,1022,2000-12-13,north Bohemia
9929,1023,2001-08-30,east Bohemia
9930,1024,2001-09-20,central Bohemia
9933,1025,2000-09-08,north Moravia
10040,1035,2001-10-11,north Bohemia
10043,1036,2000-01-17,east Bohemia
10095,1038,1998-03-30,Prague
10145,1039,1998-01-07,central Bohemia
10198,1040,1998-05-28,west Bohemia
10282,1043,1999-08-14,Prague
10479,1055,1999-07-24,central Bohemia
10528,1056,2000-11-06,east Bohemia
10543,1059,2000-07-29,south Bohemia
10636,1064,1999-02-17,south Moravia
10798,1070,2001-11-08,Prague
10912,1076,2001-07-27,south Bohemia
11004,1081,2001-12-25,south Moravia
11195,1087,1999-10-06,south Moravia
11319,1093,2000-01-20,Prague
11331,1095,2000-07-28,north Moravia
11371,1098,2001-09-01,north Bohemia
11409,1100,1999-04-10,north Bohemia
11491,1102,2001-04-25,north Bohemia
11497,1103,1998-11-04,central Bohemia
11545,1105,2000-12-13,Prague
11596,1111,1999-12-31,north Moravia
11683,1115,2000-10-03,central Bohemia
11701,1118,2000-01-02,central Bohemia
12050,1134,1999-05-31,east Bohemia
12079,1137,2001-12-01,south Moravia
12133,1138,2000-06-29,west Bohemia
12144,1139,1999-03-26,central Bohemia
12328,1150,2001-08-25,Prague
12378,1154,2001-09-05,north Moravia
12396,1155,2001-08-01,south Moravia
12577,1164,1999-08-12,south Moravia
12599,1165,2001-11-08,east Bohemia
12643,1167,2001-07-18,north Moravia
12662,1169,2001-11-30,south Bohemia
12750,1173,2000-05-08,south Bohemia
12802,1175,2001-11-24,Prague
12810,1176,1999-07-03,north Bohemia
12843,1177,2001-12-06,south Moravia
12850,1178,2000-06-19,north Moravia
12943,1187,1999-07-17,south Moravia
12986,1188,2001-09-19,north Bohemia
12991,1189,2001-03-17,east Bohemia
13044,1192,2001-07-02,east Bohemia
13051,1193,2001-10-01,south Moravia
13089,1194,2001-04-30,south Bohemia
13095,1195,2001-09-04,north Moravia
13113,1196,2000-06-27,central Bohemia
13134,1199,2001-03-09,Prague
13201,1203,2000-09-26,west Bohemia
13405,1216,2001-05-26,north Bohemia
13406,1217,2001-08-09,east Bohemia
13468,1220,2000-08-08,west Bohemia
13539,1223,1998-05-02,south Moravia
13576,1225,1998-11-22,north Moravia
13620,1230,2001-03-08,south Bohemia
13690,1233,1999-07-06,north Moravia
13694,1234,2000-11-28,Prague
13750,1239,2001-02-02,central Bohemia
13968,1247,1998-06-13,south Moravia
